sec_since_tagon,latitude,longitude,satellites,residual,time_error,tag
3911,32.7222,-118.7865,4,0.4,0.3,Zica-20180113-173188
5378,32.721,-118.7939,6,7.9,0.6,Zica-20180113-173188
6493,32.7249,-118.7965,6,10.4,1.1,Zica-20180113-173188
10221,32.7358,-118.7985,4,0.3,0.7,Zica-20180113-173188
11491,32.7397,-118.7981,4,1.9,1.1,Zica-20180113-173188
12756,32.7422,-118.7989,5,7.7,0.8,Zica-20180113-173188
13962,32.7433,-118.7989,7,5.6,0.2,Zica-20180113-173188
15396,32.7459,-118.8021,6,7.9,0.5,Zica-20180113-173188
16425,32.7456,-118.806,5,4.6,1.2,Zica-20180113-173188
20140,32.7375,-118.8217,6,15.1,0.9,Zica-20180113-173188
21011,32.7364,-118.8198,7,11.5,1.2,Zica-20180113-173188
21604,32.7348,-118.8184,6,14.4,0.7,Zica-20180113-173188
24584,32.739,-118.8214,5,15,0.9,Zica-20180113-173188
25504,32.7421,-118.8192,6,10.6,0.2,Zica-20180113-173188
26647,32.7448,-118.8134,7,9.6,1,Zica-20180113-173188
27488,32.7479,-118.812,7,10.7,1.2,Zica-20180113-173188
31694,32.7526,-118.816,5,18.9,0.4,Zica-20180113-173188
34350,32.7597,-118.8195,6,2.9,1.1,Zica-20180113-173188
35455,32.7611,-118.8119,6,5.4,0.7,Zica-20180113-173188
36652,32.7631,-118.8009,5,2.1,0.2,Zica-20180113-173188
37888,32.7629,-118.7916,4,1.2,0.6,Zica-20180113-173188
39032,32.7626,-118.783,5,3.5,0.3,Zica-20180113-173188
40277,32.7621,-118.7763,6,16.6,0.6,Zica-20180113-173188
41403,32.7612,-118.7722,6,4.1,-0.3,Zica-20180113-173188
44348,32.7608,-118.7624,6,6.9,-0.3,Zica-20180113-173188
45424,32.7504,-118.7611,6,10.6,-0.5,Zica-20180113-173188
46515,32.7422,-118.764,7,5.8,0.2,Zica-20180113-173188
47468,32.7362,-118.7666,7,7.2,1,Zica-20180113-173188
48640,32.7285,-118.7717,4,0.8,1,Zica-20180113-173188
49414,32.7251,-118.7758,7,8.1,0.4,Zica-20180113-173188
51649,32.716,-118.7833,6,13.5,0.7,Zica-20180113-173188
56132,32.7032,-118.7592,6,15.8,0.4,Zica-20180113-173188
57309,32.702,-118.7545,6,7.5,1.1,Zica-20180113-173188
58524,32.7005,-118.753,6,3.4,1.4,Zica-20180113-173188
59658,32.6982,-118.7542,7,10.3,1.4,Zica-20180113-173188
60800,32.6959,-118.757,7,14.2,1,Zica-20180113-173188
62047,32.6934,-118.759,6,7.9,1.2,Zica-20180113-173188
62708,32.6948,-118.7608,5,3.5,0.7,Zica-20180113-173188
64022,32.696,-118.766,5,1.1,-0.4,Zica-20180113-173188
65152,32.6991,-118.7684,5,10.1,-0.1,Zica-20180113-173188
66312,32.7029,-118.771,5,2.8,-0.4,Zica-20180113-173188
71154,32.6925,-118.7798,5,4.9,0.2,Zica-20180113-173188
72732,32.6886,-118.7716,5,6.6,0.3,Zica-20180113-173188
74094,32.6911,-118.7663,4,0.3,-0.3,Zica-20180113-173188
75148,32.6897,-118.7643,5,0.6,0.1,Zica-20180113-173188
76508,32.6831,-118.7602,6,9.8,0.6,Zica-20180113-173188
79956,32.6878,-118.7808,7,13.9,1.2,Zica-20180113-173188
81213,32.693,-118.792,7,10,0.3,Zica-20180113-173188
82277,32.6987,-118.7982,7,14.8,-0.1,Zica-20180113-173188
83598,32.7002,-118.8014,7,6,-0,Zica-20180113-173188
87698,32.7227,-118.8027,7,23.1,1.2,Zica-20180113-173188
89179,32.7331,-118.8032,7,12.6,0.4,Zica-20180113-173188
90358,32.7356,-118.8034,8,10.6,-0.4,Zica-20180113-173188
91779,32.7356,-118.8095,5,3.5,0.5,Zica-20180113-173188
92923,32.734,-118.8149,6,2.7,0.9,Zica-20180113-173188
97235,32.7206,-118.8151,4,0.1,1.1,Zica-20180113-173188
98844,32.7106,-118.8152,7,5.8,1.2,Zica-20180113-173188
100521,32.706,-118.811,5,4.4,0.1,Zica-20180113-173188
102029,32.7076,-118.8058,4,0.4,0.6,Zica-20180113-173188
102990,32.7096,-118.8017,7,11.6,1,Zica-20180113-173188
107089,32.7164,-118.7843,5,6.6,1,Zica-20180113-173188
108217,32.7217,-118.7823,7,19.4,0.9,Zica-20180113-173188
109502,32.7257,-118.778,6,8.8,1.5,Zica-20180113-173188
110412,32.728,-118.7797,7,12.3,1.4,Zica-20180113-173188
111442,32.7286,-118.7701,7,5.5,1,Zica-20180113-173188
112492,32.731,-118.7692,8,7.6,1,Zica-20180113-173188
115852,32.7335,-118.7678,5,6.1,1.2,Zica-20180113-173188
117091,32.7439,-118.7625,5,14.5,0.8,Zica-20180113-173188
118366,32.751,-118.76,4,0.3,0.8,Zica-20180113-173188
119474,32.7527,-118.7597,6,13.8,0.7,Zica-20180113-173188
120585,32.7509,-118.7562,6,13.8,0.8,Zica-20180113-173188
123754,32.7435,-118.7531,5,7.8,1,Zica-20180113-173188
124975,32.7438,-118.7635,5,4.7,1.4,Zica-20180113-173188
126365,32.7431,-118.7805,4,0.5,1.5,Zica-20180113-173188
129908,32.7332,-118.7932,5,4.3,1.3,Zica-20180113-173188
131128,32.7272,-118.8037,4,0.2,1,Zica-20180113-173188
132749,32.7311,-118.8153,5,11,1.5,Zica-20180113-173188
136906,32.7368,-118.8346,6,4.9,0.8,Zica-20180113-173188
138414,32.74,-118.8486,5,0.9,0.9,Zica-20180113-173188
140574,32.7469,-118.8687,7,11.5,0.8,Zica-20180113-173188
142658,32.7467,-118.8781,8,16.2,1,Zica-20180113-173188
144767,32.7372,-118.89,5,3,1,Zica-20180113-173188
146096,32.7336,-118.8926,5,6.2,1,Zica-20180113-173188
147372,32.731,-118.8929,5,9.7,1.5,Zica-20180113-173188
148788,32.7272,-118.8928,7,5,0.9,Zica-20180113-173188
150361,32.7221,-118.8903,6,9.9,0.7,Zica-20180113-173188
152106,32.714,-118.8877,5,1.8,0.5,Zica-20180113-173188
153960,32.7039,-118.882,5,3.8,0.9,Zica-20180113-173188
155689,32.6972,-118.8733,7,17.5,0.3,Zica-20180113-173188
157336,32.693,-118.8626,7,12.2,1,Zica-20180113-173188
158163,32.6908,-118.8537,4,0.4,0.3,Zica-20180113-173188
162095,32.6923,-118.8337,7,22.3,-0.2,Zica-20180113-173188
163614,32.6977,-118.8221,7,3.9,-0.4,Zica-20180113-173188
164638,32.6976,-118.813,6,1.4,-0.1,Zica-20180113-173188
166267,32.6996,-118.7965,5,9.3,-0.3,Zica-20180113-173188
167669,32.7051,-118.7857,4,0.4,0.3,Zica-20180113-173188
168969,32.7065,-118.7783,6,16,0.3,Zica-20180113-173188
174357,32.7289,-118.7755,5,6.2,0,Zica-20180113-173188
175950,32.7332,-118.7721,5,11.8,0.4,Zica-20180113-173188
178607,32.737,-118.7673,7,12.6,-0,Zica-20180113-173188
180213,32.7364,-118.7671,5,1.8,0,Zica-20180113-173188
182087,32.7291,-118.7751,4,0.3,-0.5,Zica-20180113-173188
186276,32.7208,-118.7485,5,1.1,0.9,Zica-20180113-173188
187567,32.715,-118.7423,6,6.9,1.4,Zica-20180113-173188
188850,32.7095,-118.7425,4,0.2,1,Zica-20180113-173188
189901,32.7054,-118.7417,8,19.4,1.5,Zica-20180113-173188
191446,32.6966,-118.7408,6,8.1,0.6,Zica-20180113-173188
192544,32.6937,-118.7428,5,6.2,1,Zica-20180113-173188
193676,32.6914,-118.7457,6,6.9,1,Zica-20180113-173188
198540,32.6772,-118.7413,4,0.6,1.2,Zica-20180113-173188
199805,32.6761,-118.7482,7,9.9,1,Zica-20180113-173188
200880,32.68,-118.7539,5,10.6,1.2,Zica-20180113-173188
202391,32.6871,-118.7561,4,0.5,0.9,Zica-20180113-173188
203535,32.6914,-118.7572,6,10.7,0.9,Zica-20180113-173188
204516,32.6948,-118.757,6,12.5,1.4,Zica-20180113-173188
205399,32.6973,-118.7574,5,9,0.7,Zica-20180113-173188
209181,32.7097,-118.7628,4,0.4,-0.4,Zica-20180113-173188
210458,32.7127,-118.7634,5,6.4,0.4,Zica-20180113-173188
211842,32.7128,-118.7674,4,0.8,-0.1,Zica-20180113-173188
213128,32.7135,-118.7701,4,0.3,-0.2,Zica-20180113-173188
215780,32.7159,-118.7781,4,1.1,-0.1,Zica-20180113-173188
216654,32.7124,-118.7725,5,3.8,0.1,Zica-20180113-173188
217730,32.7147,-118.7705,6,15,0.9,Zica-20180113-173188
221297,32.7225,-118.7969,6,3.3,0.4,Zica-20180113-173188
223540,32.7206,-118.8101,5,0.8,-0.4,Zica-20180113-173188
225127,32.7186,-118.8096,6,22,-0.1,Zica-20180113-173188
226024,32.7191,-118.8099,5,13,-0.4,Zica-20180113-173188
227191,32.7224,-118.8082,5,18.4,0.2,Zica-20180113-173188
228328,32.7242,-118.8089,6,9.8,0.2,Zica-20180113-173188
229551,32.7282,-118.8105,5,6.2,1,Zica-20180113-173188
230818,32.7268,-118.8157,6,5.4,0.8,Zica-20180113-173188
235046,32.7227,-118.7811,4,0.7,-0.4,Zica-20180113-173188
236215,32.7267,-118.7715,6,6.8,0.2,Zica-20180113-173188
237249,32.7294,-118.7643,5,6.6,0.6,Zica-20180113-173188
238526,32.7339,-118.7573,5,8.6,1.4,Zica-20180113-173188
239945,32.7368,-118.7521,6,5.7,0.8,Zica-20180113-173188
241203,32.7401,-118.7512,6,6.4,-0.3,Zica-20180113-173188
246622,32.7285,-118.7511,6,1.4,0.1,Zica-20180113-173188
247948,32.7222,-118.7532,5,3.6,-0.2,Zica-20180113-173188
249273,32.7175,-118.7555,4,0.6,0.2,Zica-20180113-173188
250468,32.7123,-118.7558,6,8.3,0.1,Zica-20180113-173188
255047,32.7151,-118.7671,7,8.2,-0,Zica-20180113-173188
256446,32.721,-118.761,5,5,0.3,Zica-20180113-173188
257803,32.7124,-118.7569,4,0.6,1.2,Zica-20180113-173188
259062,32.7227,-118.7517,6,16.1,0.5,Zica-20180113-173188
260090,32.7192,-118.7498,5,7.6,-0.1,Zica-20180113-173188
261070,32.7256,-118.7466,5,11.2,0.5,Zica-20180113-173188
264396,32.7436,-118.7485,5,15,0.1,Zica-20180113-173188
265657,32.7478,-118.7392,7,11.2,0.2,Zica-20180113-173188
266800,32.7466,-118.7344,4,0.5,0.2,Zica-20180113-173188
267693,32.7375,-118.731,4,0.2,1.1,Zica-20180113-173188
269090,32.7365,-118.7269,4,0.4,-0.2,Zica-20180113-173188
269820,32.7306,-118.7243,4,0.5,0.2,Zica-20180113-173188
273696,32.7273,-118.725,5,3.7,0.5,Zica-20180113-173188
274771,32.7303,-118.7195,4,0.2,0.5,Zica-20180113-173188
275934,32.7248,-118.7144,6,6.2,-0.2,Zica-20180113-173188
276977,32.7179,-118.7145,6,3.7,-0.1,Zica-20180113-173188
278427,32.7129,-118.7067,4,0.3,0.1,Zica-20180113-173188
279813,32.7058,-118.7023,6,10,0.2,Zica-20180113-173188
280641,32.7097,-118.7083,6,15.7,0.1,Zica-20180113-173188
284280,32.6996,-118.7212,5,12.8,0.1,Zica-20180113-173188
285360,32.6891,-118.7227,5,5.6,1.4,Zica-20180113-173188
286511,32.6802,-118.7221,4,0.2,-0.4,Zica-20180113-173188
287454,32.6815,-118.7292,5,3.1,1.1,Zica-20180113-173188
291107,32.6668,-118.7173,5,5.3,1,Zica-20180113-173188
292504,32.6608,-118.6982,8,18.7,1,Zica-20180113-173188
293425,32.6571,-118.695,6,10,1.1,Zica-20180113-173188
294582,32.6598,-118.6918,5,6,1.4,Zica-20180113-173188
295555,32.6641,-118.6884,4,0.1,1,Zica-20180113-173188
298568,32.6743,-118.6872,5,4.1,0.6,Zica-20180113-173188
299477,32.6827,-118.6815,5,5.1,1.2,Zica-20180113-173188
300723,32.6874,-118.6856,7,4.2,-0.4,Zica-20180113-173188
301983,32.6922,-118.6874,6,13.5,0.3,Zica-20180113-173188
302793,32.698,-118.6912,5,8.1,-0.1,Zica-20180113-173188
304276,32.7038,-118.6962,6,18.9,-0.3,Zica-20180113-173188
304861,32.7049,-118.6987,7,17.7,-0.4,Zica-20180113-173188
308060,32.7049,-118.7042,5,9.1,-0.1,Zica-20180113-173188
309494,32.6971,-118.7074,4,1.2,0.2,Zica-20180113-173188
310222,32.6949,-118.7092,6,4.9,-0.2,Zica-20180113-173188
313745,32.6917,-118.7288,6,2.2,0.6,Zica-20180113-173188
315084,32.6953,-118.7381,6,9.2,0.4,Zica-20180113-173188
316438,32.6941,-118.748,6,11.7,-0.3,Zica-20180113-173188
317871,32.7031,-118.7573,4,0.4,-0.2,Zica-20180113-173188
318951,32.7077,-118.7687,4,0.2,0.5,Zica-20180113-173188
319566,32.7084,-118.771,6,12.3,0.1,Zica-20180113-173188
324441,32.7304,-118.7706,5,2.5,-0.3,Zica-20180113-173188
326042,32.7381,-118.7539,6,13.2,-0.4,Zica-20180113-173188
327530,32.7444,-118.7445,4,1.6,0.1,Zica-20180113-173188
328926,32.771,-118.7657,4,11.1,1.6,Zica-20180113-173188
330122,32.7533,-118.7366,4,0.1,0.2,Zica-20180113-173188
331621,32.7571,-118.7368,5,7.4,0.6,Zica-20180113-173188
333125,32.7597,-118.7383,4,1.3,0.5,Zica-20180113-173188
333959,32.7599,-118.7375,5,1.8,0.4,Zica-20180113-173188
338313,32.7585,-118.7671,5,3.3,0.3,Zica-20180113-173188
339718,32.7563,-118.7767,5,10.3,0.3,Zica-20180113-173188
342260,32.7538,-118.7891,5,10.2,0.3,Zica-20180113-173188
343508,32.7495,-118.7913,7,11.1,0.5,Zica-20180113-173188
344114,32.7473,-118.7927,5,6.8,0.3,Zica-20180113-173188
348563,32.7329,-118.813,6,5.1,-0.3,Zica-20180113-173188
349800,32.7272,-118.8173,4,0.3,0.7,Zica-20180113-173188
351181,32.7209,-118.8214,6,9,0.6,Zica-20180113-173188
352565,32.7187,-118.8222,4,0.4,0.1,Zica-20180113-173188
353358,32.7167,-118.8226,4,0.7,0.2,Zica-20180113-173188
358224,32.7253,-118.8034,6,11.4,-0.1,Zica-20180113-173188
359464,32.7247,-118.7943,5,15.7,0.1,Zica-20180113-173188
360709,32.7195,-118.7904,6,3.3,0.1,Zica-20180113-173188
362196,32.7182,-118.7937,4,0.4,0.5,Zica-20180113-173188
363480,32.7182,-118.7961,6,23.5,-0,Zica-20180113-173188
364496,32.7195,-118.7996,4,0.3,0.2,Zica-20180113-173188
365574,32.7187,-118.8016,7,24.6,0.5,Zica-20180113-173188
366266,32.7182,-118.8023,9,15.3,0.4,Zica-20180113-173188
370066,32.7245,-118.788,5,6.8,0.9,Zica-20180113-173188
371181,32.7311,-118.7818,5,11.2,1.1,Zica-20180113-173188
372169,32.7374,-118.7811,8,11.8,1.1,Zica-20180113-173188
373802,32.754,-118.7939,4,1.1,2.3,Zica-20180113-173188
376277,32.753,-118.7793,4,0.1,0.8,Zica-20180113-173188
377403,32.7559,-118.7825,6,5.7,1,Zica-20180113-173188
380755,32.752,-118.7793,4,1.1,0.8,Zica-20180113-173188
381833,32.7475,-118.7794,4,1.2,1,Zica-20180113-173188
384395,32.7402,-118.7982,4,0.8,0.7,Zica-20180113-173188
385368,32.7384,-118.8049,5,4.8,1.1,Zica-20180113-173188
389172,32.7292,-118.7993,4,0.3,1.2,Zica-20180113-173188
390540,32.7226,-118.8049,6,15,1.2,Zica-20180113-173188
391692,32.7217,-118.8144,4,0.4,1.2,Zica-20180113-173188
392875,32.7232,-118.8219,5,7,1.2,Zica-20180113-173188
394061,32.7238,-118.8272,5,2.4,0.7,Zica-20180113-173188
394684,32.7237,-118.8299,6,8.9,0.9,Zica-20180113-173188
395841,32.722,-118.8306,6,8.9,1.1,Zica-20180113-173188
398667,32.7328,-118.838,5,11.1,1.2,Zica-20180113-173188
400086,32.7398,-118.8418,4,1,0.7,Zica-20180113-173188
401185,32.7448,-118.8461,5,13.7,1,Zica-20180113-173188
403228,32.7532,-118.8481,7,9.7,1.2,Zica-20180113-173188
404339,32.7573,-118.8408,4,0.5,0.9,Zica-20180113-173188
408599,32.7468,-118.8322,5,8,1,Zica-20180113-173188
410162,32.7412,-118.8191,4,0.2,0.4,Zica-20180113-173188
411653,32.7397,-118.8037,4,0.7,1.6,Zica-20180113-173188
412999,32.7365,-118.7941,7,8.4,1.3,Zica-20180113-173188
414307,32.735,-118.7871,4,0.2,1.6,Zica-20180113-173188
415770,32.73,-118.7769,4,0.1,0.4,Zica-20180113-173188
416589,32.7249,-118.7707,5,7.6,0.9,Zica-20180113-173188
434881,32.6163,-118.7437,4,0.4,1.2,Zica-20180113-173188
436060,32.6155,-118.7492,4,0.2,0.7,Zica-20180113-173188
444001,32.6184,-118.7488,4,0.6,0.3,Zica-20180113-173188
447424,32.6427,-118.7319,4,1.2,2.3,Zica-20180113-173188
448800,32.6561,-118.7405,5,6.8,1,Zica-20180113-173188
454440,32.6721,-118.7067,4,0.5,1.6,Zica-20180113-173188
455701,32.6761,-118.694,4,0.6,1.3,Zica-20180113-173188
458822,32.6884,-118.6861,4,0.4,1,Zica-20180113-173188
464405,32.7137,-118.6809,6,5.9,0.9,Zica-20180113-173188
465580,32.7159,-118.6726,6,7.3,1.3,Zica-20180113-173188
466733,32.7208,-118.6661,6,3.3,1.1,Zica-20180113-173188
468011,32.727,-118.66,6,13,1,Zica-20180113-173188
469399,32.7331,-118.656,7,13.1,0.7,Zica-20180113-173188
470515,32.7458,-118.6601,8,7.3,1,Zica-20180113-173188
473862,32.7459,-118.6507,7,10.4,1.2,Zica-20180113-173188
475115,32.7366,-118.646,6,6.4,1.2,Zica-20180113-173188
476323,32.7302,-118.6445,7,7.2,1.2,Zica-20180113-173188
477162,32.7304,-118.6446,7,6.5,1.3,Zica-20180113-173188
477970,32.7372,-118.6444,4,1.6,1.5,Zica-20180113-173188
481455,32.7348,-118.6371,8,11.3,1.2,Zica-20180113-173188
482675,32.7235,-118.6328,6,23,0.5,Zica-20180113-173188
483875,32.7157,-118.6311,6,8.4,0.7,Zica-20180113-173188
484854,32.7104,-118.6298,8,10.6,1.4,Zica-20180113-173188
485670,32.7054,-118.6308,7,18.1,0.8,Zica-20180113-173188
486967,32.6979,-118.6437,8,18.3,1.5,Zica-20180113-173188
487871,32.6995,-118.6475,8,10.4,1,Zica-20180113-173188
490578,32.7023,-118.6537,8,15.1,1.4,Zica-20180113-173188
4234,32.839,-119.0059,7,8.3,0.2,Zica-20180330-173188
5732,32.8361,-118.9949,6,10.4,-0.6,Zica-20180330-173188
7303,32.8334,-118.9906,8,17.3,-0.3,Zica-20180330-173188
8509,32.8306,-118.9933,8,10.1,-0.9,Zica-20180330-173188
9947,32.8252,-119.0003,9,13.3,-0.4,Zica-20180330-173188
11207,32.8162,-119.0048,8,7.6,-0.2,Zica-20180330-173188
11839,32.8121,-119.0019,9,6.3,-0.7,Zica-20180330-173188
16766,32.7899,-118.9806,6,7.7,-1,Zica-20180330-173188
18306,32.7786,-118.9754,5,1.7,0,Zica-20180330-173188
19650,32.7717,-118.9706,6,8.2,0.1,Zica-20180330-173188
21460,32.7677,-118.9781,5,22.2,0.5,Zica-20180330-173188
23359,32.7598,-118.9742,5,10.2,0.3,Zica-20180330-173188
25134,32.756100000000004,-118.9659,5,2.4,0.2,Zica-20180330-173188
26048,32.7551,-118.9647,5,2.4,-0.2,Zica-20180330-173188
30555,32.7318,-118.9584,6,0.8,-1.2,Zica-20180330-173188
32085,32.7345,-118.94970000000001,7,9.6,-1.2,Zica-20180330-173188
33038,32.7351,-118.9513,6,6.9,-1.4,Zica-20180330-173188
33607,32.7364,-118.945,5,4.3,-1.4,Zica-20180330-173188
34203,32.7384,-118.9387,6,14.6,-1.5,Zica-20180330-173188
38620,32.7183,-118.9315,6,16.1,0.2,Zica-20180330-173188
39773,32.7169,-118.9248,4,4,0,Zica-20180330-173188
40974,32.7226,-118.9185,5,3.1,0.3,Zica-20180330-173188
44562,32.7109,-118.8987,6,9.4,0.3,Zica-20180330-173188
45725,32.7056,-118.8913,6,4.2,0.4,Zica-20180330-173188
46938,32.7026,-118.8852,5,6.5,-0.3,Zica-20180330-173188
47967,32.7015,-118.8816,6,6.4,-0.6,Zica-20180330-173188
48642,32.7036,-118.8807,7,6.4,0.3,Zica-20180330-173188
52352,32.7252,-118.872,7,6.2,0.2,Zica-20180330-173188
53445,32.7324,-118.8686,6,7.7,-0.2,Zica-20180330-173188
54433,32.7392,-118.8605,4,0.3,-0.7,Zica-20180330-173188
55814,32.7503,-118.8585,5,12.5,-0.3,Zica-20180330-173188
57043,32.7587,-118.8562,4,0.4,-0.7,Zica-20180330-173188
58137,32.7644,-118.8591,7,11.3,0,Zica-20180330-173188
61828,32.7764,-118.8405,5,2,-0.4,Zica-20180330-173188
62850,32.7813,-118.8346,9,8.6,-0.3,Zica-20180330-173188
64421,32.7912,-118.8325,9,8.9,-0,Zica-20180330-173188
65620,32.8034,-118.8358,7,2.5,-0.1,Zica-20180330-173188
67093,32.8162,-118.8407,7,11.5,-0.4,Zica-20180330-173188
68528,32.8263,-118.8432,7,9.2,0.3,Zica-20180330-173188
72400,32.8442,-118.8564,5,6.3,0.2,Zica-20180330-173188
73795,32.8459,-118.8551,5,12.8,-0,Zica-20180330-173188
75210,32.8537,-118.8616,6,18.8,-0.3,Zica-20180330-173188
76821,32.8613,-118.8663,5,1,0.3,Zica-20180330-173188
78077,32.8642,-118.87,6,5.6,0,Zica-20180330-173188
81508,32.8628,-118.8767,5,0.3,-0.5,Zica-20180330-173188
84218,32.8772,-118.8761,6,9.1,0.4,Zica-20180330-173188
85872,32.8668,-118.8687,5,1.5,-0.1,Zica-20180330-173188
87403,32.8572,-118.8656,6,20.9,-0.7,Zica-20180330-173188
88971,32.8493,-118.863,6,7.1,-0.1,Zica-20180330-173188
90382,32.8438,-118.8596,6,11.8,-1.1,Zica-20180330-173188
94770,32.8509,-118.862,7,7,0.2,Zica-20180330-173188
96313,32.851,-118.8596,6,1.8,0,Zica-20180330-173188
97742,32.8529,-118.865,8,12.6,0.3,Zica-20180330-173188
99275,32.8551,-118.8703,6,3.3,0.4,Zica-20180330-173188
100791,32.8523,-118.8751,6,6,-0,Zica-20180330-173188
102314,32.8525,-118.8832,6,1.7,-0.4,Zica-20180330-173188
103894,32.8541,-118.8878,5,3.7,-0.2,Zica-20180330-173188
108897,32.8467,-118.9058,4,0.3,0.5,Zica-20180330-173188
109629,32.8414,-118.9047,5,10.9,0.3,Zica-20180330-173188
110615,32.8366,-118.9032,5,2.3,0.6,Zica-20180330-173188
112116,32.8341,-118.9077,5,2.3,0.5,Zica-20180330-173188
112907,32.8336,-118.9092,7,7.9,0.3,Zica-20180330-173188
113925,32.8402,-118.9116,5,5.6,-0.5,Zica-20180330-173188
115290,32.8529,-118.9171,5,0.6,0.2,Zica-20180330-173188
120242,32.8542,-118.9123,5,21.2,-0.8,Zica-20180330-173188
124535,32.8541,-118.8978,5,6.7,0.2,Zica-20180330-173188
125475,32.8544,-118.902,6,4.9,-0.4,Zica-20180330-173188
130941,32.8647,-118.9204,5,3.5,-0.1,Zica-20180330-173188
132064,32.8661,-118.918,6,10.8,-0.4,Zica-20180330-173188
133859,32.8634,-118.924,5,11.4,0.1,Zica-20180330-173188
135074,32.8636,-118.9214,6,4.1,-0.4,Zica-20180330-173188
136581,32.8664,-118.9248,7,12.5,0.4,Zica-20180330-173188
137928,32.8658,-118.9215,6,3.3,-0.1,Zica-20180330-173188
138782,32.8641,-118.9199,6,3.7,-0.1,Zica-20180330-173188
142739,32.8621,-118.9194,5,9.2,-0.4,Zica-20180330-173188
144046,32.8608,-118.9127,4,0.3,-0.1,Zica-20180330-173188
145738,32.8673,-118.9072,7,2.3,0.2,Zica-20180330-173188
147686,32.8646,-118.9021,7,5.2,0.2,Zica-20180330-173188
148731,32.8633,-118.902,8,13.1,-0.4,Zica-20180330-173188
154329,32.8433,-118.8797,7,11.8,-1.1,Zica-20180330-173188
155657,32.8381,-118.8763,6,7.8,-0.7,Zica-20180330-173188
157141,32.834,-118.8725,5,11.3,-1.2,Zica-20180330-173188
158552,32.8328,-118.8685,4,1.1,-0.9,Zica-20180330-173188
160342,32.8354,-118.871,7,9.5,-1.4,Zica-20180330-173188
161908,32.835,-118.8756,5,9.2,-1.4,Zica-20180330-173188
163704,32.8376,-118.8788,5,0.6,-0.7,Zica-20180330-173188
165149,32.841,-118.8785,5,1.2,-0.6,Zica-20180330-173188
169521,32.8463,-118.8983,6,8.7,-0.7,Zica-20180330-173188
171079,32.8514,-118.9018,6,1.4,-1.2,Zica-20180330-173188
172819,32.8534,-118.9092,5,0.9,-1.2,Zica-20180330-173188
174810,32.8397,-118.9016,6,12.2,-0.6,Zica-20180330-173188
176713,32.8242,-118.9072,5,2.2,-1.3,Zica-20180330-173188
178021,32.8164,-118.9072,7,11.2,-1.1,Zica-20180330-173188
182882,32.7929,-118.9162,7,13.9,-1.3,Zica-20180330-173188
184247,32.7841,-118.9125,8,9.5,-0.6,Zica-20180330-173188
186236,32.7743,-118.9138,7,8.8,-0.3,Zica-20180330-173188
187585,32.7671,-118.9079,6,7.4,0.2,Zica-20180330-173188
192399,32.7472,-118.8882,4,0.8,-0.1,Zica-20180330-173188
193818,32.7463,-118.8774,5,22,-0.7,Zica-20180330-173188
195435,32.743,-118.8663,5,2.2,0.3,Zica-20180330-173188
197013,32.7447,-118.852,5,1.2,0.5,Zica-20180330-173188
198714,32.742,-118.8405,6,6.4,-0.3,Zica-20180330-173188
199662,32.7417,-118.8401,6,11.6,0.2,Zica-20180330-173188
200714,32.742,-118.8384,6,6.2,0.2,Zica-20180330-173188
205285,32.7393,-118.8174,7,11.1,-0.1,Zica-20180330-173188
207363,32.7496,-118.7961,4,0.8,0.4,Zica-20180330-173188
