sec_since_tagon,latitude,longitude,satellites,residual,time_error,tag
88984,32.7118,-118.8561,4,0.4,-0.8,Zica-20190111-173186
93872,32.7116,-118.8657,6,6.2,-1.3,Zica-20190111-173186
95133,32.7065,-118.861,7,3,-0.4,Zica-20190111-173186
96430,32.7094,-118.8553,6,3,-1.5,Zica-20190111-173186
97623,32.7149,-118.8493,4,0.7,-1.1,Zica-20190111-173186
98866,32.7126,-118.8535,5,7.3,-1.4,Zica-20190111-173186
103289,32.7006,-118.8614,6,10.3,0,Zica-20190111-173186
104459,32.6981,-118.8585,6,2.3,0.2,Zica-20190111-173186
105752,32.6997,-118.849,6,8.6,-1.5,Zica-20190111-173186
106986,32.7038,-118.8444,5,6.1,0.1,Zica-20190111-173186
108275,32.707,-118.8461,5,1.8,0,Zica-20190111-173186
109494,32.7109,-118.8487,6,8.1,-1.5,Zica-20190111-173186
110415,32.7146,-118.8507,4,0.4,-1.5,Zica-20190111-173186
113726,32.7265,-118.8565,9,16,0.1,Zica-20190111-173186
114785,32.7262,-118.8554,8,22.4,-0.9,Zica-20190111-173186
115983,32.7292,-118.8539,4,0.4,-0.5,Zica-20190111-173186
117261,32.7279,-118.8522,4,0.2,-0.5,Zica-20190111-173186
120995,32.732,-118.8345,6,3.4,-0.3,Zica-20190111-173186
122031,32.7312,-118.8324,5,14.7,-0.6,Zica-20190111-173186
123118,32.7321,-118.8321,4,1.1,0.1,Zica-20190111-173186
126715,32.728,-118.8462,5,5,-0.6,Zica-20190111-173186
127769,32.7299,-118.8494,5,8.2,-0.5,Zica-20190111-173186
129036,32.7323,-118.8574,4,0.1,0.4,Zica-20190111-173186
130243,32.7255,-118.8637,5,4.8,-0.3,Zica-20190111-173186
133615,32.7149,-118.8766,5,0.7,0.1,Zica-20190111-173186
134723,32.7117,-118.8784,6,2.7,0.1,Zica-20190111-173186
135926,32.7121,-118.8818,5,11.7,-0.7,Zica-20190111-173186
137065,32.7151,-118.8816,4,0.3,-0.5,Zica-20190111-173186
140717,32.7385,-118.8852,4,1.3,-0.2,Zica-20190111-173186
141727,32.7398,-118.8827,4,0.3,-0.1,Zica-20190111-173186
143062,32.7388,-118.8876,5,0.8,-0.7,Zica-20190111-173186
144380,32.7388,-118.889,4,0.3,0.1,Zica-20190111-173186
145253,32.7393,-118.8904,5,8,-0.5,Zica-20190111-173186
148616,32.7479,-118.8973,4,0.2,-0.1,Zica-20190111-173186
149935,32.7434,-118.9046,4,0.5,0.3,Zica-20190111-173186
152416,32.7432,-118.9124,6,8.2,-0.2,Zica-20190111-173186
155907,32.75,-118.9127,5,0.9,0,Zica-20190111-173186
157547,32.7506,-118.9047,5,2.5,-0.6,Zica-20190111-173186
158847,32.7507,-118.9004,4,0.2,0,Zica-20190111-173186
160311,32.7528,-118.8918,4,0.3,-0.4,Zica-20190111-173186
161569,32.7541,-118.8859,5,1.1,-0.5,Zica-20190111-173186
163178,32.754,-118.8764,5,2,-0.1,Zica-20190111-173186
164783,32.7549,-118.8699,9,5.3,-0.1,Zica-20190111-173186
166105,32.7563,-118.8658,7,10.3,0.2,Zica-20190111-173186
170385,32.7599,-118.8759,6,7.6,-1.4,Zica-20190111-173186
172135,32.7494,-118.8752,6,12.8,0.3,Zica-20190111-173186
173663,32.7437,-118.871,6,6.9,-1.5,Zica-20190111-173186
175200,32.7367,-118.8685,7,9.6,0.4,Zica-20190111-173186
176781,32.7309,-118.8686,5,19.3,-0,Zica-20190111-173186
178133,32.7277,-118.8673,6,7.6,0.3,Zica-20190111-173186
182445,32.709,-118.874,4,0.4,-0.1,Zica-20190111-173186
183991,32.7154,-118.8708,6,8.2,0.2,Zica-20190111-173186
185509,32.7188,-118.8647,4,0.7,-1.3,Zica-20190111-173186
188411,32.7202,-118.852,6,15.9,-0.7,Zica-20190111-173186
193738,32.7129,-118.8269,5,11.4,-0.8,Zica-20190111-173186
194950,32.7121,-118.8213,5,13.3,-0.6,Zica-20190111-173186
196227,32.7103,-118.8193,5,14.8,-0.9,Zica-20190111-173186
197758,32.7067,-118.8153,6,18.2,-0.8,Zica-20190111-173186
199113,32.7071,-118.8136,5,11.2,0.1,Zica-20190111-173186
204549,32.7,-118.8351,4,0.5,-1.5,Zica-20190111-173186
205587,32.697,-118.8282,6,9.9,-1.1,Zica-20190111-173186
206632,32.6983,-118.8205,5,1.3,0.1,Zica-20190111-173186
207366,32.7046,-118.8226,7,6,0.1,Zica-20190111-173186
207966,32.7079,-118.82470000000001,6,4.4,-0,Zica-20190111-173186
209003,32.7144,-118.8221,7,7.6,-0.7,Zica-20190111-173186
214294,32.7143,-118.8252,4,0.3,-1.4,Zica-20190111-173186
215824,32.7146,-118.834,5,0.2,-1.3,Zica-20190111-173186
217137,32.7114,-118.8379,5,4.3,-1.1,Zica-20190111-173186
217883,32.7115,-118.8398,4,1.4,-0.7,Zica-20190111-173186
218562,32.7112,-118.8431,5,6.6,-0.4,Zica-20190111-173186
219463,32.711,-118.8441,5,5.1,0.3,Zica-20190111-173186
220437,32.7125,-118.8436,5,18.1,-0.4,Zica-20190111-173186
221437,32.7142,-118.8429,5,0.4,-0.8,Zica-20190111-173186
225986,32.7264,-118.834,4,0.5,-0.8,Zica-20190111-173186
227348,32.7236,-118.8355,4,19.1,-1.6,Zica-20190111-173186
228115,32.714,-118.8396,6,3.8,-1.1,Zica-20190111-173186
228720,32.7114,-118.8413,5,10.7,-1,Zica-20190111-173186
229499,32.7109,-118.8406,6,7.5,-0.3,Zica-20190111-173186
230183,32.711,-118.8422,6,7.6,-1.1,Zica-20190111-173186
230828,32.7122,-118.8428,5,3.6,-0.4,Zica-20190111-173186
235343,32.7325,-118.8218,5,3.6,-1.3,Zica-20190111-173186
236533,32.7371,-118.8113,4,0.2,-1,Zica-20190111-173186
237288,32.74,-118.8107,4,0.2,-1.1,Zica-20190111-173186
238062,32.7427,-118.8074,6,5.2,-1.2,Zica-20190111-173186
238691,32.742,-118.8072,5,1.1,-0.3,Zica-20190111-173186
239466,32.7421,-118.8065,4,1.9,-0.7,Zica-20190111-173186
240979,32.7366,-118.8128,4,0.4,-1.3,Zica-20190111-173186
243644,32.7443,-118.8539,4,0.1,-1.4,Zica-20190111-173186
245385,32.7542,-118.8824,4,0.5,-1.2,Zica-20190111-173186
249841,32.7567,-118.8837,5,4.3,-1.1,Zica-20190111-173186
251216,32.752,-118.8788,6,6.8,-1.4,Zica-20190111-173186
252471,32.7508,-118.8743,6,8.5,-1.3,Zica-20190111-173186
253892,32.749,-118.8712,8,9.2,-1.2,Zica-20190111-173186
254740,32.7489,-118.8679,6,14,-1.4,Zica-20190111-173186
259532,32.7269,-118.8462,6,3.7,-1.2,Zica-20190111-173186
260810,32.726,-118.8444,7,3.6,-1.2,Zica-20190111-173186
262336,32.7247,-118.8485,7,6.4,-0.1,Zica-20190111-173186
263533,32.7224,-118.8464,8,11.7,-1.3,Zica-20190111-173186
264861,32.7242,-118.8426,6,10.4,0.2,Zica-20190111-173186
266058,32.7277,-118.8401,6,11.2,-1.2,Zica-20190111-173186
271098,32.7401,-118.8426,6,12.4,-0.1,Zica-20190111-173186
272394,32.7352,-118.8438,5,10,-1.2,Zica-20190111-173186
274786,32.7286,-118.8424,4,0.1,-0.9,Zica-20190111-173186
276202,32.7257,-118.8396,5,2.7,0.1,Zica-20190111-173186
277720,32.722,-118.8403,4,0.1,-0.6,Zica-20190111-173186
278950,32.7172,-118.8427,5,9.4,-0.1,Zica-20190111-173186
283560,32.6928,-118.8535,5,12,0.3,Zica-20190111-173186
284923,32.6864,-118.8568,6,5.5,-1.2,Zica-20190111-173186
286203,32.6811,-118.8573,6,8,0.1,Zica-20190111-173186
287337,32.6779,-118.8579,4,0.2,-0.1,Zica-20190111-173186
288663,32.6784,-118.8516,4,0.8,-0.2,Zica-20190111-173186
289860,32.6793,-118.8485,5,1.2,-1.3,Zica-20190111-173186
291096,32.6812,-118.8456,5,2.7,-1.4,Zica-20190111-173186
295231,32.6748,-118.8303,5,10.3,0.3,Zica-20190111-173186
296455,32.6775,-118.8272,5,6.5,-1.2,Zica-20190111-173186
297815,32.6829,-118.8265,4,1.1,-0.1,Zica-20190111-173186
299148,32.6884,-118.8375,4,0.8,0.2,Zica-20190111-173186
300202,32.695,-118.8393,5,11,0,Zica-20190111-173186
304430,32.6955,-118.8668,5,1.7,-0,Zica-20190111-173186
305580,32.6996,-118.8702,4,0.5,-0.4,Zica-20190111-173186
308156,32.7073,-118.8639,5,2,-1.6,Zica-20190111-173186
309329,32.7133,-118.8651,4,0.3,-0.3,Zica-20190111-173186
313293,32.7337,-118.8634,6,15,-1.3,Zica-20190111-173186
314405,32.736,-118.8584,5,5.4,-1.4,Zica-20190111-173186
315759,32.7361,-118.8527,5,4.1,0.3,Zica-20190111-173186
316983,32.7398,-118.8436,4,0.4,-1.4,Zica-20190111-173186
317990,32.7426,-118.8371,5,4.4,0.3,Zica-20190111-173186
322157,32.7257,-118.8307,6,12.1,0.2,Zica-20190111-173186
323525,32.7232,-118.8273,4,0.3,-1.3,Zica-20190111-173186
324710,32.7234,-118.8249,6,8.9,-1.6,Zica-20190111-173186
325926,32.721,-118.8253,7,11.7,-1.3,Zica-20190111-173186
326918,32.7222,-118.8281,4,0.2,-0.9,Zica-20190111-173186
327652,32.7187,-118.8243,5,4.8,-1.4,Zica-20190111-173186
328283,32.7165,-118.8238,5,0.8,-1.5,Zica-20190111-173186
328864,32.7149,-118.822,5,1.2,0.4,Zica-20190111-173186
333085,32.688,-118.8262,5,1.4,-1.5,Zica-20190111-173186
334217,32.6854,-118.8345,5,2.7,-0.1,Zica-20190111-173186
335501,32.6827,-118.8415,6,8,-0.9,Zica-20190111-173186
336999,32.6818,-118.8505,6,9.4,0.3,Zica-20190111-173186
338573,32.683,-118.8583,4,0.2,-1.4,Zica-20190111-173186
340120,32.6823,-118.8652,5,2.5,0.1,Zica-20190111-173186
344455,32.6803,-118.8775,7,6.6,0.4,Zica-20190111-173186
345525,32.6766,-118.8775,5,6.5,-0.5,Zica-20190111-173186
346394,32.6835,-118.8731,7,9.2,-0.7,Zica-20190111-173186
349906,32.6796,-118.8763,6,11.1,-1.1,Zica-20190111-173186
351064,32.6829,-118.8693,5,5.1,0.1,Zica-20190111-173186
352378,32.6873,-118.8631,5,6.9,-1.6,Zica-20190111-173186
353674,32.6912,-118.8578,5,6.7,-1.3,Zica-20190111-173186
357541,32.6919,-118.8359,4,0.4,-0.7,Zica-20190111-173186
358785,32.7033,-118.8344,4,0.8,-1.2,Zica-20190111-173186
361766,32.7184,-118.8299,4,0.2,-0.7,Zica-20190111-173186
363005,32.7278,-118.8263,4,0.1,-0.7,Zica-20190111-173186
364366,32.7325,-118.8414,4,0.6,-2,Zica-20190111-173186
368567,32.7323,-118.842,4,2.1,-1.5,Zica-20190111-173186
369900,32.7383,-118.8385,4,1.3,-1.3,Zica-20190111-173186
371128,32.7406,-118.8345,6,7.5,-1.4,Zica-20190111-173186
372317,32.7403,-118.8352,4,0.9,-0.9,Zica-20190111-173186
373540,32.7478,-118.8537,4,1.2,-1.9,Zica-20190111-173186
374456,32.7614,-118.8671,5,7.4,-0,Zica-20190111-173186
375070,32.7696,-118.8757,4,0.9,0,Zica-20190111-173186
379351,32.7547,-118.8961,5,6.4,-1.1,Zica-20190111-173186
380701,32.7497,-118.8952,6,1,-1.3,Zica-20190111-173186
381439,32.7373,-118.894,4,0.4,-1.6,Zica-20190111-173186
382732,32.7398,-118.8921,4,0.2,-1.4,Zica-20190111-173186
384041,32.7323,-118.8875,4,0.5,-0.4,Zica-20190111-173186
385327,32.7288,-118.8906,4,0.7,-0.6,Zica-20190111-173186
389359,32.7254,-118.8909,5,8.7,0.5,Zica-20190111-173186
390619,32.7222,-118.899,5,2.5,-1.3,Zica-20190111-173186
391934,32.7186,-118.904,5,4.4,-1.2,Zica-20190111-173186
393440,32.7137,-118.9066,4,0.1,-0.7,Zica-20190111-173186
394296,32.7108,-118.9026,5,4.3,0.3,Zica-20190111-173186
394862,32.7111,-118.8975,5,5.8,-0.1,Zica-20190111-173186
398792,32.706,-118.8843,4,1.2,-1,Zica-20190111-173186
400003,32.7094,-118.8919,5,14,-1.4,Zica-20190111-173186
401526,32.7199,-118.8934,6,15.3,0.2,Zica-20190111-173186
402996,32.7247,-118.8984,6,9,0.4,Zica-20190111-173186
404535,32.7287,-118.895,4,0.6,-1.3,Zica-20190111-173186
405623,32.731,-118.8925,6,11.1,0.3,Zica-20190111-173186
409233,32.7262,-118.8904,4,0.7,-0.8,Zica-20190111-173186
410360,32.7312,-118.8903,5,6.3,0.2,Zica-20190111-173186
411746,32.7375,-118.8874,5,1.8,0.3,Zica-20190111-173186
412746,32.7405,-118.8855,6,7.4,0.1,Zica-20190111-173186
414007,32.7393,-118.8862,5,4.5,0,Zica-20190111-173186
414780,32.7402,-118.8848,5,1.5,-1.2,Zica-20190111-173186
419270,32.7401,-118.8846,5,0.8,0.3,Zica-20190111-173186
420506,32.7447,-118.8901,5,6.8,0.3,Zica-20190111-173186
421712,32.7488,-118.8939,6,4,-1.2,Zica-20190111-173186
423094,32.7522,-118.8983,8,14.5,0,Zica-20190111-173186
424640,32.7519,-118.9026,6,9.5,0.5,Zica-20190111-173186
426282,32.7495,-118.9085,6,6.8,-1.3,Zica-20190111-173186
428084,32.7473,-118.9133,6,9.2,-1.4,Zica-20190111-173186
432262,32.7378,-118.9263,6,5.6,-1.3,Zica-20190111-173186
433359,32.7381,-118.9273,7,4.7,0.2,Zica-20190111-173186
434675,32.7349,-118.9287,7,13.6,-1.2,Zica-20190111-173186
436822,32.7274,-118.9277,7,14.4,-1.1,Zica-20190111-173186
437822,32.7217,-118.9266,6,15.5,0.2,Zica-20190111-173186
439131,32.7179,-118.9256,5,8.3,0.2,Zica-20190111-173186
440782,32.7127,-118.9255,4,1,-1.1,Zica-20190111-173186
446641,32.7264,-118.925,4,4.9,2.9,Zica-20190111-173186
447792,32.7178,-118.9416,5,5.7,-0,Zica-20190111-173186
449286,32.7223,-118.9494,5,0.8,0.2,Zica-20190111-173186
457152,32.7437,-118.9611,4,0.1,-0.5,Zica-20190111-173186
458518,32.7423,-118.9513,6,3.6,0.1,Zica-20190111-173186
459966,32.745,-118.947,4,0.1,0.1,Zica-20190111-173186
460560,32.7455,-118.9464,5,4.6,-1.2,Zica-20190111-173186
465471,32.7701,-118.9374,5,6.5,-1.3,Zica-20190111-173186
466763,32.7735,-118.9403,6,12.8,0.1,Zica-20190111-173186
468198,32.7745,-118.945,4,0.4,0.3,Zica-20190111-173186
469416,32.7768,-118.9543,4,0.6,0.1,Zica-20190111-173186
470870,32.771,-118.9566,4,0.9,0.2,Zica-20190111-173186
472327,32.769,-118.9582,4,0.7,0.2,Zica-20190111-173186
473734,32.7641,-118.9577,4,1,0.3,Zica-20190111-173186
474376,32.7647,-118.957,6,14.3,-1.5,Zica-20190111-173186
478927,32.7613,-118.938,4,0.4,-0.5,Zica-20190111-173186
480411,32.7713,-118.9373,4,0.3,-0.6,Zica-20190111-173186
481025,32.769,-118.9365,4,0.2,-0.7,Zica-20190111-173186
483026,32.7652,-118.9319,5,7.8,0.3,Zica-20190111-173186
484378,32.764,-118.927,4,0.6,-0.7,Zica-20190111-173186
485897,32.7597,-118.9226,5,17.6,0.1,Zica-20190111-173186
486823,32.7583,-118.9204,4,2,-0.9,Zica-20190111-173186
487616,32.7566,-118.9211,5,8.7,0.1,Zica-20190111-173186
492078,32.7349,-118.9053,5,6.3,0.4,Zica-20190111-173186
492899,32.7346,-118.9056,5,4.6,-1.3,Zica-20190111-173186
494030,32.7335,-118.9019,5,0.6,0.1,Zica-20190111-173186
494947,32.7327,-118.9002,4,0.4,-1.4,Zica-20190111-173186
499181,32.7254,-118.8817,6,8.7,0.2,Zica-20190111-173186
500515,32.7224,-118.8822,5,2.7,-1.5,Zica-20190111-173186
502094,32.7149,-118.8824,5,14.2,-1.3,Zica-20190111-173186
503989,32.7099,-118.8834,6,5.6,0.5,Zica-20190111-173186
505668,32.704,-118.8788,6,2.6,0.4,Zica-20190111-173186
507392,32.6953,-118.8747,8,13.3,-0.4,Zica-20190111-173186
509139,32.6869,-118.8722,8,9,-0.9,Zica-20190111-173186
514159,32.6763,-118.9043,6,2.6,-0.3,Zica-20190111-173186
515377,32.6768,-118.916,6,9.9,0.4,Zica-20190111-173186
516742,32.6811,-118.9208,6,3.4,0.2,Zica-20190111-173186
518290,32.6911,-118.923,6,12,-0.1,Zica-20190111-173186
520298,32.6978,-118.9274,5,0.8,-0,Zica-20190111-173186
524686,32.7043,-118.9226,5,13,-1.4,Zica-20190111-173186
525971,32.7002,-118.9147,4,0.7,-0.8,Zica-20190111-173186
527423,32.6962,-118.9091,4,0.4,-1.4,Zica-20190111-173186
528258,32.6968,-118.9041,6,2.7,-1.2,Zica-20190111-173186
532661,32.696,-118.8817,4,0.4,-1,Zica-20190111-173186
533929,32.6915,-118.8746,5,7.1,-1.2,Zica-20190111-173186
539108,32.6735,-118.8636,5,1.1,0.3,Zica-20190111-173186
540601,32.6752,-118.8561,5,4.7,-1.3,Zica-20190111-173186
544969,32.6681,-118.8451,6,11,0.2,Zica-20190111-173186
546290,32.6596,-118.8439,4,0.2,0.2,Zica-20190111-173186
547754,32.6518,-118.8426,4,0.5,0.4,Zica-20190111-173186
549366,32.6502,-118.8375,5,5.1,-1.2,Zica-20190111-173186
550864,32.6553,-118.8386,5,5.3,0.1,Zica-20190111-173186
552685,32.6649,-118.8347,4,0.8,0.6,Zica-20190111-173186
554659,32.674,-118.8366,4,0.7,0.5,Zica-20190111-173186
559245,32.6781,-118.8348,5,17.1,0.7,Zica-20190111-173186
560609,32.6711,-118.8414,4,7.4,0.3,Zica-20190111-173186
562204,32.6662,-118.848,6,7,0.4,Zica-20190111-173186
563886,32.6658,-118.8525,5,12,0.1,Zica-20190111-173186
565572,32.6685,-118.8586,4,0.2,-0.2,Zica-20190111-173186
566740,32.6732,-118.8627,5,3.2,-1.5,Zica-20190111-173186
572193,32.6857,-118.8832,4,1.5,-0.1,Zica-20190111-173186
573632,32.6921,-118.8858,4,0.8,-0.3,Zica-20190111-173186
575174,32.6954,-118.8864,4,1.5,-0.9,Zica-20190111-173186
579928,32.6999,-118.8974,4,0.2,-1.3,Zica-20190111-173186
581384,32.7008,-118.8929,5,6.6,0.1,Zica-20190111-173186
582620,32.704,-118.8886,5,3.2,0.3,Zica-20190111-173186
583911,32.7067,-118.8861,5,4.3,0.4,Zica-20190111-173186
585076,32.7101,-118.8832,4,0.8,-0.7,Zica-20190111-173186
586305,32.7128,-118.8823,6,7.9,-1.2,Zica-20190111-173186
590693,32.7052,-118.8913,5,0.3,0.5,Zica-20190111-173186
591765,32.7151,-118.888,6,6.4,-1.2,Zica-20190111-173186
593047,32.7254,-118.8856,8,10,0.2,Zica-20190111-173186
594545,32.7336,-118.8824,7,10.1,0.5,Zica-20190111-173186
596189,32.7406,-118.8782,6,1.4,-1.1,Zica-20190111-173186
597866,32.7456,-118.8702,6,13.2,0.2,Zica-20190111-173186
598988,32.748,-118.8663,8,8.7,0.5,Zica-20190111-173186
603621,32.7447,-118.862,5,5.9,-1.4,Zica-20190111-173186
604754,32.7445,-118.8668,5,5,0.5,Zica-20190111-173186
606023,32.7408,-118.8698,5,5.9,0.5,Zica-20190111-173186
607228,32.738,-118.8747,5,4.8,0.5,Zica-20190111-173186
608521,32.7356,-118.8805,5,2.4,-1.3,Zica-20190111-173186
609665,32.7324,-118.8815,6,5.4,-1.3,Zica-20190111-173186
614547,32.7038,-118.9032,4,0.5,-0.8,Zica-20190111-173186
615852,32.7206,-118.8646,4,6.2,2.8,Zica-20190111-173186
617131,32.6943,-118.9007,4,0.2,-0.9,Zica-20190111-173186
618480,32.6917,-118.9003,4,0.6,-1,Zica-20190111-173186
619980,32.6935,-118.89,4,0.3,-1.2,Zica-20190111-173186
621168,32.6955,-118.8844,5,7.7,-1.3,Zica-20190111-173186
625841,32.6927,-118.8549,7,10.3,0.1,Zica-20190111-173186
627032,32.6876,-118.8538,4,0.2,-1,Zica-20190111-173186
628084,32.6876,-118.8551,5,3,0.6,Zica-20190111-173186
629882,32.6774,-118.836,7,13.5,0.4,Zica-20190111-173186
631089,32.682,-118.8284,6,1.9,-1.4,Zica-20190111-173186
631691,32.6796,-118.8141,6,5,0.2,Zica-20190111-173186
635426,32.6879,-118.8184,5,1.5,-1.3,Zica-20190111-173186
636015,32.6852,-118.8241,6,7.3,0.5,Zica-20190111-173186
636605,32.6816,-118.8298,5,4,0.4,Zica-20190111-173186
637214,32.6783,-118.8346,4,0.4,-0.4,Zica-20190111-173186
638039,32.6751,-118.831,4,0.2,-1,Zica-20190111-173186
639300,32.6733,-118.8376,7,10.2,0.4,Zica-20190111-173186
640939,32.6786,-118.8556,4,0.6,-1.6,Zica-20190111-173186
641671,32.6659,-118.8531,5,7.5,0.5,Zica-20190111-173186
646086,32.6481,-118.8751,4,0.3,-0,Zica-20190111-173186
647623,32.6277,-118.8792,7,7.7,0.6,Zica-20190111-173186
648392,32.6156,-118.8755,6,10.5,-1.3,Zica-20190111-173186
650414,32.5972,-118.8704,6,1,-1.2,Zica-20190111-173186
651632,32.5878,-118.8673,5,3.5,-1.2,Zica-20190111-173186
656298,32.5621,-118.873,4,0.5,-0.5,Zica-20190111-173186
657726,32.5573,-118.8661,6,12.2,-1.3,Zica-20190111-173186
659387,32.5553,-118.856,4,1.4,-0.3,Zica-20190111-173186
661143,32.5491,-118.8498,5,16.5,0.1,Zica-20190111-173186
662605,32.547,-118.8466,4,0.3,-0.7,Zica-20190111-173186
667301,32.5437,-118.8571,6,11.1,-1.2,Zica-20190111-173186
668441,32.5507,-118.8519,4,0.5,-0.6,Zica-20190111-173186
669780,32.5564,-118.8408,7,11.4,0.5,Zica-20190111-173186
671182,32.5628,-118.8291,5,3.6,0.5,Zica-20190111-173186
672781,32.5654,-118.8167,4,0.3,-0.8,Zica-20190111-173186
674613,32.5792,-118.8053,4,0.2,-1.1,Zica-20190111-173186
678502,32.6006,-118.7894,6,2.7,0.5,Zica-20190111-173186
680003,32.6046,-118.7829,8,9.1,0.7,Zica-20190111-173186
681178,32.6059,-118.7778,5,6.7,0.1,Zica-20190111-173186
683049,32.6087,-118.769,6,3.3,-0.1,Zica-20190111-173186
685117,32.6097,-118.7605,7,11.8,-0.4,Zica-20190111-173186
687265,32.6137,-118.7495,5,4.1,-1.2,Zica-20190111-173186
689408,32.6167,-118.7413,6,3,-0.6,Zica-20190111-173186
691652,32.6233,-118.7425,6,6.1,-1.3,Zica-20190111-173186
696391,32.6477,-118.7479,6,8.2,-0.7,Zica-20190111-173186
698301,32.6517,-118.7612,5,7,-0.3,Zica-20190111-173186
700136,32.6582,-118.7727,4,0.1,0.1,Zica-20190111-173186
705417,32.6672,-118.7836,5,5.8,-1.1,Zica-20190111-173186
706563,32.6735,-118.7806,6,16.1,-0.7,Zica-20190111-173186
707943,32.6794,-118.7785,5,11.7,-1.3,Zica-20190111-173186
709262,32.6855,-118.7817,5,7.2,0.1,Zica-20190111-173186
710853,32.692,-118.7846,4,0.5,-0.9,Zica-20190111-173186
711983,32.6952,-118.7899,6,10.7,-1.2,Zica-20190111-173186
717847,32.7239,-118.7988,7,12.4,-0,Zica-20190111-173186
718803,32.7284,-118.7978,8,11.3,-1.2,Zica-20190111-173186
720326,32.7324,-118.7927,7,7.9,-0.7,Zica-20190111-173186
722087,32.7401,-118.7895,6,7,-1.2,Zica-20190111-173186
723382,32.7464,-118.7932,5,8.1,-1.2,Zica-20190111-173186
724924,32.7541,-118.7971,5,3.9,0.9,Zica-20190111-173186
726189,32.7586,-118.7986,6,3.7,-1.1,Zica-20190111-173186
730423,32.7843,-118.7864,5,8.2,-0.5,Zica-20190111-173186
731794,32.7919,-118.781,4,1.7,-0.4,Zica-20190111-173186
733032,32.7956,-118.7779,5,0.7,-0.4,Zica-20190111-173186
734362,32.7994,-118.7753,6,12.2,-0.5,Zica-20190111-173186
735860,32.8036,-118.7732,5,6.2,-1.1,Zica-20190111-173186
737620,32.8097,-118.7707,4,1.2,-0.4,Zica-20190111-173186
738241,32.8104,-118.7716,5,8.6,-1.1,Zica-20190111-173186
743093,32.8276,-118.7888,4,0.2,-0.9,Zica-20190111-173186
744474,32.8353,-118.7837,4,0.3,-0.9,Zica-20190111-173186
746525,32.8476,-118.774,4,3.6,-0.5,Zica-20190111-173186
747753,32.8526,-118.7696,5,4.5,-1.3,Zica-20190111-173186
748422,32.857,-118.7663,4,0.5,-0.9,Zica-20190111-173186
752251,32.8635,-118.7772,4,0.6,-0,Zica-20190111-173186
753367,32.8623,-118.7742,4,0.7,-1.1,Zica-20190111-173186
754633,32.8628,-118.7718,4,0.1,-0.7,Zica-20190111-173186
755746,32.8644,-118.77,7,8.2,-1.2,Zica-20190111-173186
756791,32.868,-118.7668,7,11.5,-0.6,Zica-20190111-173186
757815,32.8716,-118.765,6,2.5,-1.2,Zica-20190111-173186
758884,32.8749,-118.7651,6,1.1,-0.5,Zica-20190111-173186
759701,32.8789,-118.764,5,5,-0.8,Zica-20190111-173186
764102,32.9011,-118.7647,5,0.3,-0.6,Zica-20190111-173186
765030,32.9061,-118.7608,4,0.2,-1.1,Zica-20190111-173186
766182,32.9091,-118.7552,4,0.2,-0.7,Zica-20190111-173186
767784,32.9117,-118.7587,4,0.5,-1.1,Zica-20190111-173186
769160,32.9114,-118.764,4,0.9,-1.2,Zica-20190111-173186
771728,32.9166,-118.7701,5,7.4,-0.7,Zica-20190111-173186
775732,32.9135,-118.7812,6,2.3,-0.1,Zica-20190111-173186
776787,32.9091,-118.7766,5,8.7,-0.7,Zica-20190111-173186
777921,32.9057,-118.7723,5,8.6,-0.5,Zica-20190111-173186
779169,32.9041,-118.7677,5,7.6,0,Zica-20190111-173186
780631,32.9026,-118.7641,5,4,0.1,Zica-20190111-173186
782105,32.9026,-118.7619,4,0.2,-0.8,Zica-20190111-173186
